station_id,name,short_name,lat,lon,region_id,rental_methods,capacity,external_id,eightd_has_key_dispenser,has_kiosk,station_geom
441,Chestnut St at Van Ness Ave,SF-B22,37.8023,-122.4244135,3,,23,,,true,POINT(-122.4244135 37.8023)
496,Green St at Van Ness Ave,SF-C22,37.79762791,-122.42353499,3,,23,,,true,POINT(-122.423534989 37.797627909)
34,Father Alfred E Boeddeker Park,SF-H25,37.7839879,-122.412408,3,,23,,,true,POINT(-122.412408 37.7839879)
451,10th Ave at Irving St,SF-M11,37.7642245,-122.4673775,3,,23,,,true,POINT(-122.4673775 37.7642245)
440,Carl St at Cole St,SF-M15,37.765941999999995,-122.449228,3,,23,,,true,POINT(-122.449228 37.765942)
454,7th Ave at Cabrillo St,SF-J12,37.7751205,-122.464998,3,,23,,,true,POINT(-122.464998 37.7751205)
27,Beale St at Harrison St,SF-G30-1,37.787963,-122.3918085,3,,23,,,true,POINT(-122.3918085 37.787963)
23,The Embarcadero at Steuart St,SF-F30-1,37.7914015,-122.391038,3,,23,,,true,POINT(-122.391038 37.7914015)
20,Mechanics Monument Plaza (Market St at Bush St),SF-F28-1,37.7913,-122.399051,3,,23,,,true,POINT(-122.399051 37.7913)
8,The Embarcadero at Vallejo St,SF-C28-1,37.799952999999995,-122.398525,3,,23,,,true,POINT(-122.398525 37.799953)
6,The Embarcadero at Sansome St,SF-A27,37.80477,-122.403234,3,,23,,,true,POINT(-122.403234 37.80477)
12,Pier 1/2 at The Embarcadero,SF-D29,37.7963894,-122.3945855,3,,23,,,true,POINT(-122.3945855 37.7963894)
462,Cruise Terminal at Pier 27,SF-B28,37.804648,-122.402087,3,,23,,,true,POINT(-122.402087 37.804648)
13,Commercial St at Montgomery St,SF-E27,37.7942465,-122.402855,3,,23,,,true,POINT(-122.402855 37.7942465)
107,17th St at Dolores St,SF-N21,37.7630152,-122.4264968,3,,23,,,true,POINT(-122.4264968 37.7630152)
434,Carroll Ave at 3rd St,SF-Z28,37.72537519,-122.39401996,3,,23,,,true,POINT(-122.394019961 37.725375194)
436,McKinnon Ave at 3rd St,SF-W29,37.73629587,-122.38996983,3,,23,,,true,POINT(-122.389969826 37.736295872)
517,Spruce St at California St,SF-F15,37.7865785,-122.45342284,3,,24,,,true,POINT(-122.453422844 37.7865785)
502,Delano Ave at Oneida Ave,SF-Z16,37.72238229,-122.44380981,3,,24,,,true,POINT(-122.443809807 37.722382293)
506,7th Ave at Clement St,SF-G12,37.78243852,-122.46537745,3,,24,,,true,POINT(-122.46537745 37.78243852)
92,Mission Bay Kids Park,SF-L29,37.77230063,-122.39302754,3,,25,,,true,POINT(-122.393027544 37.772300632)
468,Grove St at Gough St,SF-J22-2,37.77787007,-122.42295295,3,,25,,,true,POINT(-122.42295295 37.77787007)
16,Market St at Steuart St,SF-E29-2,37.794525,-122.3948805,3,,25,,,true,POINT(-122.3948805 37.794525)
29,O'Farrell St at Divisadero St,SF-H18,37.7824046,-122.43944585,3,,27,,,true,POINT(-122.439445853 37.782404602)
39,Scott St at Golden Gate Ave,SF-I19,37.778999400000004,-122.4368608,3,,27,,,true,POINT(-122.4368608 37.7789994)
285,Webster St at O'Farrell St,SF-H20,37.78352084,-122.43115783,3,,27,,,true,POINT(-122.431157827 37.783520835)
469,Ellis St at Pierce St,SF-H19,37.78198169,-122.43576989,3,,27,,,true,POINT(-122.435769886 37.781981688)
508,St. Joseph's Ave at Geary Blvd,SF-H17,37.78255087,-122.4423252,3,,27,,,true,POINT(-122.442325205 37.782550873)
431,Judson Ave at Gennessee St,SF-X14,37.72828159,-122.45069504,3,,27,,,true,POINT(-122.450695038 37.728281592)
61,Howard St at 8th St,SF-J25,37.7765126,-122.4113061,3,,27,,,true,POINT(-122.4113061 37.7765126)
78,Folsom St at 9th St,SF-K25,37.7737172,-122.4116467,3,,27,,,true,POINT(-122.4116467 37.7737172)
90,Townsend St at 7th St,SF-L27,37.771058,-122.402717,3,,27,,,true,POINT(-122.402717 37.771058)
349,Howard St at 6th St,SF-I26-,37.7802645,-122.4066435,3,,27,,,true,POINT(-122.4066435 37.7802645)
115,Jackson Playground,SF-N28,37.764965,-122.3990255,3,,27,,,true,POINT(-122.3990255 37.764965)
474,14th Ave at Geary Blvd,SF-G10-2,37.780364,-122.4728095,3,,27,,,true,POINT(-122.4728095 37.780364)
543,Great Hwy at Balboa St,SF-H0,37.775211,-122.511208,3,,27,,,true,POINT(-122.511208 37.775211)
51,Parker Ave at McAllister St,SF-J15,37.77610091,-122.45309293,3,,27,,,true,POINT(-122.453092933 37.776100913)
52,McAllister St at Baker St,SF-J17,37.7774157,-122.4418376,3,,27,,,true,POINT(-122.4418376 37.7774157)
481,O'Farrell St at Masonic Ave,SF-H16,37.78113055,-122.44737446,3,,27,,,true,POINT(-122.447374463 37.781130552)
324,Union Square (Powell St at Post St),SF-F26,37.78829998,-122.40853071,3,,27,,,true,POINT(-122.408530712 37.788299978)
93,4th St at Mission Bay Blvd S,SF-L30-1,37.7703135,-122.3912365,3,,27,,,true,POINT(-122.3912365 37.7703135)
102,Irwin St at 8th St,SF-M27,37.7668905,-122.399528,3,,27,,,true,POINT(-122.399528 37.7668905)
345,Hubbell St at 16th St,SF-M28,37.766594,-122.39819800000001,3,,27,,,true,POINT(-122.398198 37.766594)
461,Terry Francois Blvd at Mission Bay Blvd N,SF-L31-1,37.77132959,-122.38662243,3,,27,,,true,POINT(-122.386622429 37.771329594)
483,7th St at King St,SF-L27-2,37.77122902,-122.40088642,3,,27,,,true,POINT(-122.400886416 37.771229018)
513,Alameda St at Henry Adams St,SF-M26-2,37.76854574,-122.40440279,3,,27,,,true,POINT(-122.404402792 37.768545741)
336,Potrero Ave at Mariposa St,SF-N26,37.76328094,-122.40737736,3,,27,,,true,POINT(-122.407377362 37.763280941)
59,S Van Ness Ave at Market St,SF-J23-2,37.774814,-122.418954,3,,27,,,true,POINT(-122.418954 37.774814)
88,11th St at Bryant St,SF-L25,37.7700298,-122.4117258,3,,27,,,true,POINT(-122.4117258 37.7700298)
87,Folsom St at 13th St,SF-L24,37.769757,-122.415674,3,,27,,,true,POINT(-122.415674 37.769757)
89,Division St at Potrero Ave,SF-L26,37.769262999999995,-122.407054,3,,27,,,true,POINT(-122.407054 37.769263)
101,15th St at Potrero Ave,SF-M26,37.7670785,-122.40735859,3,,27,,,true,POINT(-122.407358587 37.767078505)
384,Jackson St at Polk St,SF-E23,37.79416044,-122.42156759,3,,27,,,true,POINT(-122.421567589 37.794160442)
399,Bay St at Fillmore St,SF-B19,37.8026635,-122.4360635,3,,27,,,true,POINT(-122.4360635 37.8026635)
540,Eucalyptus Dr at 20th Ave,SF-W8,37.731085,-122.476163,3,,27,,,true,POINT(-122.476163 37.731085)
368,Myrtle St at Polk St,SF-G23,37.785478999999995,-122.419342,3,,27,,,true,POINT(-122.419342 37.785479)
369,Hyde St at Post St,SF-G24,37.7870936,-122.41670072,3,,27,,,true,POINT(-122.416700721 37.787093596)
530,Post St at Baker St,SF-G17,37.783972999999996,-122.44287800000001,3,,27,,,true,POINT(-122.442878 37.783973)
450,Funston Ave at Irving St,SF-M10,37.76393403,-122.47065067,3,,27,,,true,POINT(-122.470650673 37.763934025)
457,7th Ave at Irving St,SF-M12,37.76343361,-122.46406317,3,,27,,,true,POINT(-122.464063168 37.76343361)
545,7th Ave at Lawton St,SF-O12,37.758700000000005,-122.463774,3,,27,,,true,POINT(-122.463774 37.7587)
85,Church St at Duboce Ave,SF-L20,37.769818,-122.4291485,3,,27,,,true,POINT(-122.4291485 37.769818)
411,Octavia Blvd at Page St,SF-J22-1,37.77401794,-122.42380857,3,,27,,,true,POINT(-122.423808575 37.774017938)
56,Koshland Park,SF-K21,37.77341397,-122.4273169,3,,27,,,true,POINT(-122.427316904 37.77341397)
55,Webster St at Grove St,SF-J20,37.7770527,-122.4295585,3,,27,,,true,POINT(-122.4295585 37.7770527)
74,Laguna St at Hayes St,SF-J21,37.7762475,-122.4262025,3,,27,,,true,POINT(-122.4262025 37.7762475)
53,Grove St at Divisadero,SF-J18,37.775946,-122.4377775,3,,27,,,true,POINT(-122.4377775 37.775946)
71,Broderick St at Oak St,SF-K18,37.7730627,-122.4390777,3,,27,,,true,POINT(-122.4390777 37.7730627)
73,Pierce St at Haight St,SF-K20,37.7717933,-122.4337079,3,,27,,,true,POINT(-122.4337079 37.7717933)
72,Page St at Scott St,SF-K19,37.772354,-122.4358575,3,,27,,,true,POINT(-122.4358575 37.772354)
489,Funston Ave at Clement St,SF-G10-1,37.78249788,-122.47196764,3,,27,,,true,POINT(-122.471967638 37.782497876)
485,Funston Ave at Fulton St,SF-J10,37.77326318,-122.47123003,3,,27,,,true,POINT(-122.47123003 37.773263176)
490,9th Ave at Geary Blvd,SF-G11,37.78184072,-122.46763587,3,,27,,,true,POINT(-122.46763587 37.781840716)
343,Bryant St at 2nd St,SF I29-1,37.78317199,-122.39357203,3,,27,,,true,POINT(-122.393572032 37.783171989)
95,Sanchez St at 15th St,SF-M20,37.7662185,-122.4310597,3,,27,,,true,POINT(-122.4310597 37.7662185)
120,Mission Dolores Park,SF-O21,37.7614205,-122.4264353,3,,27,,,true,POINT(-122.4264353 37.7614205)
381,20th St at Dolores St,SF-P21,37.75823842,-122.42609382,3,,27,,,true,POINT(-122.426093817 37.758238424)
463,Heron's Head Park,SF-V32,37.74032178,-122.37678409,3,,27,,,true,POINT(-122.376784086 37.740321776)
511,Anza St at Collins St,SF-H15,37.78068,-122.450012,3,,29,,,true,POINT(-122.450012 37.78068)
17,Embarcadero BART Station (Beale St at Market St),SF-E29-3,37.792251,-122.397086,3,,29,,,true,POINT(-122.397086 37.792251)
537,Font Blvd at Arballo Dr,SF-Z6,37.722001,-122.48273499999999,3,,30,,,true,POINT(-122.482735 37.722001)
49,S Park St at 3rd St,SF-I29-2,37.7807601,-122.3949894,3,,30,,,true,POINT(-122.3949894 37.7807601)
487,Powell St at Columbus Ave,SF-C25,37.80049604,-122.41088703,3,,30,,,true,POINT(-122.410887033 37.800496037)
31,Raymond Kimbell Playground,SF-G19,37.78381271,-122.43455887,3,,31,,,true,POINT(-122.434558868 37.783812709)
383,Golden Gate Ave at Franklin St,SF-I22,37.780819,-122.4217875,3,,31,,,true,POINT(-122.4217875 37.780819)
58,Market St at 10th St,SF-J23-1,37.776619,-122.417385,3,,31,,,true,POINT(-122.417385 37.776619)
60,8th St at Ringold St,SF-J24,37.7745204,-122.40944937,3,,31,,,true,POINT(-122.409449369 37.774520401)
44,Civic Center/UN Plaza BART Station (Market St at McAllister St),SF-I25,37.7810737,-122.4117382,3,,31,,,true,POINT(-122.4117382 37.7810737)
47,4th St at Harrison St,SF-I28,37.7811944,-122.3999862,3,,31,,,true,POINT(-122.3999862 37.7811944)
321,Folsom St at 5th St,SF-I27,37.78064509,-122.40286589,3,,31,,,true,POINT(-122.402865887 37.780645093)
350,8th St at Brannan St,SF-K26,37.77143136,-122.40578681,3,,31,,,true,POINT(-122.405786812 37.771431363)
126,Esprit Park,SF-O30,37.7616343,-122.3906477,3,,31,,,true,POINT(-122.3906477 37.7616343)
116,Mississippi St at 17th St,SF-N29,37.764793999999995,-122.3947595,3,,31,,,true,POINT(-122.3947595 37.764794)
355,23rd St at Tennessee St,SF-Q30,37.75536713,-122.38879502,3,,31,,,true,POINT(-122.388795018 37.755367132)
70,Central Ave at Fell St,SF-K17,37.7735622,-122.4425712,3,,31,,,true,POINT(-122.4425712 37.7735622)
375,Grove St at Masonic Ave,SF-J16,37.774803999999996,-122.44664900000001,3,,31,,,true,POINT(-122.446649 37.774804)
364,China Basin St at 3rd St,SF-K30-2,37.7719996,-122.3899698,3,,31,,,true,POINT(-122.3899698 37.7719996)
541,Holloway Ave at Arellano Ave,SF-Z7,37.720949999999995,-122.478859,3,,31,,,true,POINT(-122.478859 37.72095)
41,Golden Gate Ave at Polk St,SF-I23-1,37.7813455,-122.418409,3,,31,,,true,POINT(-122.418409 37.7813455)
43,San Francisco Public Library (Grove St at Hyde St),SF-I24,37.778889,-122.415475,3,,31,,,true,POINT(-122.415475 37.778889)
439,Post St at Divisadero St,SF-G18,37.784419,-122.43936099999999,3,,31,,,true,POINT(-122.439361 37.784419)
510,Post St at Webster St,SF-G20,37.785394,-122.431821,3,,31,,,true,POINT(-122.431821 37.785394)
534,Fulton St at Laguna St,SF-I21,37.778307,-122.426527,3,,31,,,true,POINT(-122.426527 37.778307)
22,Howard St at Beale St,SF-F29,37.79029644,-122.39387512,3,,31,,,true,POINT(-122.393875122 37.79029644)
36,Folsom St at 3rd St,SF-H28,37.78383,-122.39887,3,,31,,,true,POINT(-122.39887 37.78383)
14,Clay St at Battery St,SF-E28,37.795001,-122.39997,3,,31,,,true,POINT(-122.39997 37.795001)
500,Battery St at Filbert St,SF-B28-2,37.80219785,-122.40177155,3,,31,,,true,POINT(-122.401771545 37.802197852)
10,Washington St at Kearny St,SF-D27,37.795401999999996,-122.4046885,3,,31,,,true,POINT(-122.4046885 37.795402)
130,22nd St Caltrain Station,SF-P30,37.75770404,-122.39188492,3,,35,,,true,POINT(-122.391884923 37.757704041)
81,Berry St at 4th St,SF-K29-1,37.77588,-122.39317,3,,35,,,true,POINT(-122.39317 37.77588)
80,Townsend St at 5th St,SF-K28,37.77523487,-122.3974371,3,,35,,,true,POINT(-122.397437096 37.775234869)
104,4th St at 16th St,SF-M30,37.76704458,-122.3908335,3,,35,,,true,POINT(-122.390833497 37.76704458)
4,Cyril Magnin St at Ellis St,SF-G26,37.785876,-122.4089225,3,,35,,,true,POINT(-122.4089225 37.785876)
5,Powell St BART Station (Market St at 5th St),SF-H26,37.78389936,-122.40844488,3,,35,,,true,POINT(-122.408444881 37.783899357)
75,Market St at Franklin St,SF-K22-1,37.77379321,-122.42123902,3,,35,,,true,POINT(-122.421239018 37.773793206)
3,Powell St BART Station (Market St at 4th St),SF-G27,37.78637527,-122.40490437,3,,35,,,true,POINT(-122.404904366 37.786375269)
363,Salesforce Transit Center (Natoma St at 2nd St),SF-G29-1,37.7874921,-122.39828467,3,,35,,,true,POINT(-122.398284674 37.787492104)
467,Brannan St at Colin P Kelly Jr St,SF-I30-2,37.78238579,-122.39134312,3,,35,,,true,POINT(-122.391343117 37.782385788)
19,Post St at Kearny St,SF-F27,37.788975,-122.403452,3,,35,,,true,POINT(-122.403452 37.788975)
11,Davis St at Jackson St,SF-D28,37.79728,-122.398436,3,,35,,,true,POINT(-122.398436 37.79728)
50,2nd St at Townsend St,SF-I30,37.780526,-122.390288,3,,39,,,true,POINT(-122.390288 37.780526)
66,3rd St at Townsend St,SF-J29-1,37.7785885,-122.39255299999999,3,,39,,,true,POINT(-122.392553 37.7785885)
21,Montgomery St BART Station (Market St at 2nd St),SF-F28-2,37.7896254,-122.400811,3,,39,,,true,POINT(-122.400811 37.7896254)
527,Tehama St at 1st St,SF-G29-3,37.788032,-122.395626,3,,39,,,true,POINT(-122.395626 37.788032)
316,1st St at San Carlos St,SJ-N10-2,37.33116799,-121.88693762,5,,3,,,true,POINT(-121.886937618 37.331167994)
314,Santa Clara St at Almaden Blvd,SJ-M9-2,37.333988,-121.894902,5,,11,,,true,POINT(-121.894902 37.333988)
341,Fountain Alley at S 2nd St,SJ-M10-4,37.3361883,-121.8892765,5,,11,,,true,POINT(-121.889276505 37.3361883)
279,Santa Clara St at 7th St,SJ-M11-1,37.3391456,-121.8841054,5,,15,,,true,POINT(-121.8841054 37.3391456)
275,Julian St at 6th St,SJ-K11,37.3429973,-121.8888891,5,,15,,,true,POINT(-121.8888891 37.3429973)
306,Saint James Park,SJ-L10,37.339301,-121.889937,5,,15,,,true,POINT(-121.889937 37.339301)
291,Autumn Parkway at Coleman Ave,SJ-J8,37.3413348,-121.9031829,5,,15,,,true,POINT(-121.9031829 37.3413348)
318,San Carlos St at Market St,SJ-N9,37.330698,-121.888979,5,,15,,,true,POINT(-121.888979 37.330698)
308,San Pedro Square,SJ-L9,37.336802,-121.8940901,5,,15,,,true,POINT(-121.8940901 37.336802)
299,Bestor Art Park,SJ-Q11,37.3236779,-121.8741186,5,,15,,,true,POINT(-121.8741186 37.3236779)
301,Willow St at Vine St,SJ-Q9,37.3184498,-121.8831724,5,,15,,,true,POINT(-121.8831724 37.3184498)
388,Backesto Park (Jackson St at 13th St),SJ-J12-2,37.35288683,-121.88604981,5,,15,,,true,POINT(-121.886049807 37.352886827)
392,Sonora Ave at 1st St,SJ-E9,37.36406046,-121.91173196,5,,15,,,true,POINT(-121.911731958 37.364060462)
407,Bird Ave at Coe Ave,SJ-P6,37.31515793,-121.89783275,5,,15,,,true,POINT(-121.897832751 37.31515793)
476,19th St at William St,SJ-N14-2,37.33846801,-121.86652064,5,,15,,,true,POINT(-121.866520643 37.338468014)
475,22nd St at William St,SJ-N14,37.34037874,-121.86402082,5,,15,,,true,POINT(-121.864020824 37.340378741)
283,Delmas Ave and San Fernando St,SJ-M8-2,37.3302641,-121.8977018,5,,19,,,true,POINT(-121.8977018 37.3302641)
208,4th St at San Carlos St,SJ-N10-1,37.33279952,-121.8838504,5,,19,,,true,POINT(-121.883850396 37.332799524)
277,W Julian St at N Morrison St,SJ-K6,37.33367712,-121.90861791,5,,19,,,true,POINT(-121.908617914 37.333677123)
281,9th St at San Fernando St,SJ-M11-3,37.3383952,-121.8807965,5,,19,,,true,POINT(-121.8807965 37.3383952)
311,Paseo De San Antonio at 2nd St,SJ-M10-3,37.333798,-121.886943,5,,19,,,true,POINT(-121.886943 37.333798)
292,Empire St at 1st St,SJ-J9,37.3448821,-121.8969655,5,,19,,,true,POINT(-121.8969655 37.3448821)
282,E Virginia St at S 2nd St,SJ-P10-2,37.324414,-121.88078,5,,19,,,true,POINT(-121.88078 37.324414)
290,George St at 1st St,SJ-I9,37.34759257,-121.89966202,5,,19,,,true,POINT(-121.899662018 37.347592574)
287,Almaden Blvd at Balbach St,SJ-O9,37.32673,-121.8892731,5,,19,,,true,POINT(-121.8892731 37.32673)
297,Locust St at Grant St,SJ-P8,37.3229796,-121.8879312,5,,19,,,true,POINT(-121.8879312 37.3229796)
317,San Salvador St at 9th St,SJ-N11,37.333954999999996,-121.877349,5,,19,,,true,POINT(-121.877349 37.333955)
286,San Carlos St at 11th St,SJ-N12-1,37.3364659,-121.8766132,5,,19,,,true,POINT(-121.8766132 37.3364659)
300,Palm St at Willow St,SJ-Q8,37.3172979,-121.884995,5,,19,,,true,POINT(-121.884995 37.3172979)
327,5th St at San Salvador St,SJ-N10-3,37.33203868,-121.88176632,5,,19,,,true,POINT(-121.881766319 37.332038681)
391,1st St at Younger Ave,SJ-G10,37.35502958,-121.90443635,5,,19,,,true,POINT(-121.90443635 37.355029582)
418,17th St at Santa Clara St,SJ-L13,37.34398468,-121.87438488,5,,19,,,true,POINT(-121.87438488 37.343984678)
401,Skyport Dr at Technology Dr,SJ-D9,37.36522655,-121.91681474,5,,19,,,true,POINT(-121.916814744 37.365226552)
425,Bird Ave at Willow St,SJ-Q5,37.31128395,-121.89632535,5,,19,,,true,POINT(-121.89632535 37.311283946)
404,21st St at Santa Clara St,SJ-M14,37.3457588,-121.87067807,5,,19,,,true,POINT(-121.870678067 37.345758795)
444,Mercado Way at Sierra Rd,SJ-G15,37.37111641,-121.8813318,5,,19,,,true,POINT(-121.881331801 37.371116413)
415,Delmas Ave at Virginia St,SJ-P7,37.31975696,-121.89299941,5,,19,,,true,POINT(-121.892999411 37.31975696)
426,San Carlos St at Meridian Ave,SJ-M4,37.32334469,-121.91349685,5,,19,,,true,POINT(-121.913496852 37.323344691)
495,St James St at 9th St,SJ-L11,37.34320849,-121.88438952,5,,19,,,true,POINT(-121.88438952 37.343208488)
494,Park Ave at Laurel Grove Ln,SJ-M6-2,37.32628232,-121.9049111,5,,19,,,true,POINT(-121.904911101 37.326282324)
421,23rd St at Taylor St,SJ-I14,37.36000139,-121.87877834,5,,19,,,true,POINT(-121.878778338 37.360001391)
35,Cahill Park,SJ-M6,37.32911867,-121.90457582,5,,23,,,true,POINT(-121.904575825 37.329118668)
276,Julian St at The Alameda,SJ-K5,37.3322326,-121.9125165,5,,23,,,true,POINT(-121.9125165 37.3322326)
280,San Fernando St at 7th St,SJ-M11-2,37.33712237,-121.88321471,5,,23,,,true,POINT(-121.883214712 37.337122373)
298,Oak St at 1st St,SJ-P9,37.32212463,-121.8810904,5,,23,,,true,POINT(-121.881090403 37.322124625)
278,The Alameda at Bush St,SJ-L7-2,37.3319323,-121.9048882,5,,23,,,true,POINT(-121.9048882 37.3319323)
313,Almaden Blvd at San Fernando St,SJ-M8-1,37.331415,-121.89320000000001,5,,23,,,true,POINT(-121.8932 37.331415)
307,SAP Center,SJ-L7-1,37.332692,-121.90008399999999,5,,23,,,true,POINT(-121.900084 37.332692)
309,San Jose City Hall,SJ-M10-1,37.337391,-121.886995,5,,23,,,true,POINT(-121.886995 37.337391)
295,William St at 10th St,SJ-O12,37.3327938,-121.8759263,5,,23,,,true,POINT(-121.8759263 37.3327938)
310,San Fernando St at 4th St,SJ-M10-2,37.335885,-121.88566,5,,23,,,true,POINT(-121.88566 37.335885)
289,5th St at Taylor St,SJ-I10,37.35090179,-121.89584255,5,,23,,,true,POINT(-121.895842552 37.350901793)
305,Ryland Park,SJ-K9,37.342725,-121.895617,5,,23,,,true,POINT(-121.895617 37.342725)
303,San Pedro St at Hedding St,SJ-H9,37.352601,-121.905733,5,,23,,,true,POINT(-121.905733 37.352601)
394,10th St at Empire St,SJ-J12-1,37.34942631,-121.8876189,5,,23,,,true,POINT(-121.887618899 37.349426309)
389,Taylor St at 9th St,SJ-I11,37.35306166,-121.89193726,5,,23,,,true,POINT(-121.891937256 37.353061661)
393,Asbury St at The Alameda,SJ-I5,37.33802231,-121.91947818,5,,23,,,true,POINT(-121.919478178 37.338022313)
357,2nd St at Julian St,SJ-K10,37.34113204,-121.89284384,5,,23,,,true,POINT(-121.892843843 37.341132035)
396,Metro Dr at Technology Dr,SJ-C9,37.36767805,-121.91879421,5,,23,,,true,POINT(-121.918794215 37.367678052)
417,Park Ave at Race St,SJ-M5,37.32601085,-121.91232741,5,,23,,,true,POINT(-121.912327409 37.326010848)
402,Raymond Bernal Jr Memorial Park (8th St at Hedding St),SJ-H11,37.35683435,-121.89593576,5,,23,,,true,POINT(-121.895935759 37.356834353)
443,3rd St at Keyes St,SJ-Q10,37.32086615,-121.87627852,5,,23,,,true,POINT(-121.87627852 37.320866146)
416,Auzerais Ave at Los Gatos Creek Trail,SJ-N6,37.32118183,-121.90308988,5,,23,,,true,POINT(-121.903089881 37.321181834)
422,Stockton Ave at Lenzen Ave,SJ-J6,37.33677476,-121.90914899,5,,23,,,true,POINT(-121.909148991 37.336774763)
403,10th St at Mission St,SJ-H12,37.35569265,-121.89225107,5,,23,,,true,POINT(-121.892251074 37.355692651)
397,Gish Rd at 1st St,SJ-E10,37.3618668,-121.90931529,5,,23,,,true,POINT(-121.909315288 37.3618668)
442,Newbury Park Dr at King Rd,SJ-H17,37.36553566,-121.86796635,5,,23,,,true,POINT(-121.867966354 37.365535659)
473,Willow St at Blewett Ave,SJ-Q4,37.30901407,-121.9000107,5,,23,,,true,POINT(-121.900010705 37.309014074)
470,N 14th St at E Santa Clara St,SJ-L12,37.34266259,-121.87729239,5,,23,,,true,POINT(-121.877292395 37.342662592)
472,Columbia Ave at Bird Ave,SJ-N7,37.32412595,-121.89971969,5,,23,,,true,POINT(-121.899719685 37.324125951)
491,Devine St at San Pedro St,SJ-L9-2,37.3386706,-121.89564407,5,,23,,,true,POINT(-121.895644069 37.338670605)
296,5th St at Virginia St,SJ-P10,37.3259984,-121.87711999999999,5,,27,,,true,POINT(-121.87712 37.3259984)
288,Mission St at 1st St,SJ-H10,37.3509643,-121.9020161,5,,27,,,true,POINT(-121.9020161 37.3509643)
294,Pierce Ave at Market St,SJ-O10,37.327580999999995,-121.884559,5,,27,,,true,POINT(-121.884559 37.327581)
304,Jackson St at 5th St,SJ-J10,37.34875869,-121.89479783,5,,27,,,true,POINT(-121.894797832 37.348758687)
395,Kerley Dr at Rosemary St,SJ-F10,37.36085416,-121.90683424,5,,27,,,true,POINT(-121.906834245 37.360854155)
405,Sunol St at San Carlos St,SJ-N5,37.32345134,-121.90597594,5,,27,,,true,POINT(-121.905975938 37.323451339)
427,Auzerais Ave at Lincoln Ave,SJ-N5-2,37.32096853,-121.90829605,5,,27,,,true,POINT(-121.908296049 37.320968531)
406,Parkmoor Ave at Race St,SJ-O4,37.31673648,-121.91000462,5,,27,,,true,POINT(-121.910004616 37.316736478)
378,7th St at Empire St,SJ-J11,37.34771198,-121.89055324,5,,31,,,true,POINT(-121.890553236 37.347711982)
423,South San Jose State (7th St at Humboldt St),SJ-R11,37.32031582,-121.87009871,5,,31,,,true,POINT(-121.87009871 37.320315821)
312,San Jose Diridon Station,SJ-M7-1,37.329732,-121.901782,5,,35,,,true,POINT(-121.901782 37.329732)
168,Alcatraz Ave at Shattuck Ave,OK-B1,37.84959497,-122.26556897,12,,0,,,true,POINT(-122.265568972 37.849594968)
177,MacArthur Blvd at Telegraph Ave,OK-G4,37.8262863,-122.2651002,12,,0,,,true,POINT(-122.2651002 37.8262863)
203,Webster St at 2nd St,OK-N6,37.79519476,-122.27396965,12,,0,,,true,POINT(-122.27396965 37.795194764)
187,Jack London Square,OK-N5,37.796248,-122.279352,12,,0,,,true,POINT(-122.279352 37.796248)
218,DeFremery Park,OK-K2,37.8123315,-122.2851712,12,,0,,,true,POINT(-122.2851712 37.8123315)
234,Farnam St at Fruitvale Ave,OK-M16,37.778058,-122.22540000000001,12,,0,,,true,POINT(-122.2254 37.778058)
18,Telegraph Ave at Alcatraz Ave,OK-A2,37.85022187,-122.26017237,12,,11,,,true,POINT(-122.260172367 37.850221874)
46,San Antonio Park,OK-L12,37.79013985,-122.24237323,12,,15,,,true,POINT(-122.242373228 37.790139852)
173,Shattuck Ave at 55th St,OK-D3-1,37.8403643,-122.2644881,12,,15,,,true,POINT(-122.2644881 37.8403643)
175,Telegraph Ave at 49th St,OK-D4,37.83575,-122.262654,12,,15,,,true,POINT(-122.262654 37.83575)
172,College Ave at Taft Ave,OK-B5,37.8417999,-122.2515349,12,,15,,,true,POINT(-122.2515349 37.8417999)
213,32nd St at Adeline St,OK-H2,37.8238474,-122.2811926,12,,15,,,true,POINT(-122.2811926 37.8238474)
222,10th Ave at E 15th St,OK-L11,37.7927143,-122.2487796,12,,15,,,true,POINT(-122.2487796 37.7927143)
170,Telegraph Ave at 58th St,OK-B3,37.8444927,-122.26135099999999,12,,15,,,true,POINT(-122.261351 37.8444927)
221,6th Ave at E 12th St (Temporary Location),OK-L10,37.794396,-122.25384199999999,12,,15,,,true,POINT(-122.253842 37.794396)
227,Foothill Blvd at Fruitvale Ave,OK-L16,37.7837569,-122.2226033,12,,15,,,true,POINT(-122.2226033 37.7837569)
230,14th St at Mandela Pkwy,OK-L1,37.8107432,-122.2914153,12,,15,,,true,POINT(-122.2914153 37.8107432)
191,Market St at 40th St,OK-G2,37.8305452,-122.2739367,12,,15,,,true,POINT(-122.2739367 37.8305452)
226,26th Ave at International Blvd,OK-M14,37.781123,-122.2329915,12,,15,,,true,POINT(-122.2329915 37.781123)
188,Dover St at 57th St,OK-C2,37.8426295,-122.267738,12,,15,,,true,POINT(-122.267738 37.8426295)
225,23rd Ave at Foothill Blvd,OK-L14,37.7851915,-122.2343822,12,,15,,,true,POINT(-122.2343822 37.7851915)
189,Genoa St at 55th St,OK-D2,37.8396488,-122.2717561,12,,15,,,true,POINT(-122.2717561 37.8396488)
194,Lakeshore Ave at Trestle Glen Rd,OK-H9-2,37.8110807,-122.2432677,12,,15,,,true,POINT(-122.2432677 37.8110807)
